x,y,z,cluster,cell
3.2654072073308384,53.50134210919589,40.452130547841676,12,Fibroblasts
-73.38165161619861,8.237725551461722,33.02075799882208,12,Fibroblasts
-88.21886952222894,18.382194659859806,32.07477205727564,12,Fibroblasts
-107.45043978720463,12.835282607070894,32.370163334726925,12,Fibroblasts
325.7010661220595,-108.26601361862492,31.57771194319051,12,Fibroblasts
-1.3627979208742431,3.559746667600507,30.452130547841673,12,Fibroblasts
-47.22143489793234,22.517911309975602,29.811779670648693,12,Fibroblasts
-75.88810156459903,4.061770959098453,30.399498968894303,12,Fibroblasts
-99.07605620730334,12.775506517506642,30.110667133207524,12,Fibroblasts
-117.32796103001647,-95.2972811213645,29.394538924805023,12,Fibroblasts
-57.19436290761172,24.86213393550497,28.452130547841673,12,Fibroblasts
-116.21607427415063,-3.109769001915197,28.452130547841673,12,Fibroblasts
-145.15801621609256,-28.922581814728005,28.452130547841673,12,Fibroblasts
57.54405304066415,46.04532359067741,26.999005547841673,12,Fibroblasts
-59.28498038956843,18.994451497654154,26.452130547841673,12,Fibroblasts
-104.21532981109465,3.1813160529890183,27.165698387037654,12,Fibroblasts
-122.80296886104526,-1.0641849563311325,25.905122000833128,12,Fibroblasts
-12.50470773519794,4.01730634929811,24.624544340945118,12,Fibroblasts
-16.263328424853114,13.344892556194623,24.452130547841673,12,Fibroblasts
-39.31035036842678,10.414641772495543,23.633948729659853,12,Fibroblasts
-50.64878421181112,16.398665174835855,24.620447379524844,12,Fibroblasts
-67.82492358147323,0.28053351434152773,24.84144352494091,12,Fibroblasts
-86.85870626784646,-3.038453005067254,24.66489650528848,12,Fibroblasts
-115.86637573840562,17.73863754416584,24.452130547841673,12,Fibroblasts
-119.87818253625892,-8.1094841016303,23.682899778610906,12,Fibroblasts
-122.20977009763374,-94.07036789868425,24.452130547841673,12,Fibroblasts
-134.90810877440435,-89.17471065589791,25.054870273869067,12,Fibroblasts
-139.50125945933584,-93.08384307598931,24.452130547841673,12,Fibroblasts
42.58358902551265,33.89949025734404,22.300615396326524,12,Fibroblasts
29.192943439214957,31.62775112690929,21.959376924653274,12,Fibroblasts
-13.101259459335836,23.90282359067737,22.452130547841673,12,Fibroblasts
-30.94993202570754,21.91645190926147,22.151245592089463,12,Fibroblasts
-47.33046299915884,2.350080227845524,22.717617273505393,12,Fibroblasts
-92.4345927926692,-1.1505097426559132,21.85213054784167,12,Fibroblasts
-114.31792612600253,-91.23939863154476,23.11879721450833,12,Fibroblasts
-19.60857653250656,17.32428700531159,21.061886645402648,12,Fibroblasts
-23.855804913881286,14.62827813613194,20.85213054784167,12,Fibroblasts
