x,y,z,cluster,cell
773.024480402359,299.521790842872,6.77235518557059,5,
795.097974043716,334.316969034608,7.6275514571949,6,
839.536370068679,358.085654847469,9.0365563009104,5,
756.098844245348,397.329798414886,6.99128532046864,5,
838.738963790266,399.246318833764,6.97464801316718,5,
876.965118041958,452.934316643357,7.79709398601399,5,
833.341121706692,467.242738866869,7.40619841454885,6,
674.054421976437,871.938072373167,9.93065568646309,6,
1096.05598508006,66.8771328238719,7.99235880640466,5,
1092.75770929973,76.8685415923283,13.2270363514719,5,
1120.88384487656,73.3589930085209,11.6472829364212,5,
894.81226038961,143.976464718615,7.35897077922078,5,
965.798161409692,166.696919471366,8.74272070484582,5,
854.679181426107,185.070394910868,10.3860419781484,5,
725.484428214342,235.252813935323,10.3636333385409,5,
714.821870279549,261.974056400196,10.5232599313389,5,
861.004892392049,274.697608464702,8.16507350925291,6,
829.516297388374,286.666312342039,8.21242396798652,5,
876.530391928251,285.543722869955,6.61491928251121,5,
697.581377033719,283.189363121905,7.02995071917001,5,
753.821030502649,291.622337677216,11.7172494629815,6,
804.719780270594,303.686714163384,11.1229195067649,6,
966.437803565422,304.666342078708,9.25555566767575,5,
795.979128048781,307.65000767841,8.70062037037037,6,
907.259174320988,316.656952098765,6.74024987654321,6,
635.413487000482,325.886142272508,8.44592778045258,5,
728.985549679487,328.145476282051,7.55073108974359,6,
939.929639118457,333.82439338843,6.95274104683196,5,
946.712016890727,334.175507411238,8.85612961047915,0,
848.169523070381,342.649843823092,11.7452526047204,5,
1005.59842693774,362.964117407878,9.24555069885642,5,
989.302950656841,370.783694008331,8.34128516501122,6,
1045.19353889278,376.673463209531,6.62197827610371,6,
746.758137869691,374.235940849455,9.93933666889037,5,
802.181472617354,381.753738975818,8.61602382645804,6,
925.166108622855,385.396007953119,9.23985433235664,6,
798.09686437247,389.673288714575,8.35334387651822,5,
624.885066759777,392.243967039106,9.36799636871509,6,
614.352922513493,404.329217232074,7.53228199691596,5,
597.093844922985,409.993183490354,8.44974383131449,2,
662.65257116451,408.0393012939,7.38376833025262,5,
583.387953179443,417.414465374565,7.3165293989547,5,
553.852536784741,419.156963487738,7.91357711171662,6,
538.415995293266,424.003042541637,8.48817251991311,5,
530.181236730361,437.554134111819,9.87333227176221,6,
840.113454217736,435.608673035328,8.14107858687815,6,
557.455897630507,442.925113106257,7.77604294705665,5,
524.272568341437,455.064799027553,9.03387223122637,6,
642.37344402325,461.323624462977,7.39472580237554,6,
808.953485144124,465.696723281596,7.28058802660754,6,
721.688651296044,465.588465484311,9.58012469304229,5,
622.65556424581,468.282820430966,6.68634477254589,6,
853.959426676492,473.712281503316,6.73691967575534,5,
561.872971580144,468.182936718454,6.86973815839333,6,
961.870927675277,499.111594341943,8.18796137761378,5,
952.079625153827,504.879895889737,8.38597932562146,5,
884.150224874039,519.546956245028,10.267563511005,6,
738.415288302691,547.027130295763,8.06271436184386,6,
717.868526887872,565.365009153318,8.65056893592677,6,
787.142108392528,585.654757958432,9.94910181531176,6,
770.013420144336,596.066267963602,7.74994414810166,5,
816.86618559866,644.797131733185,8.06016689924644,5,
684.936591385768,669.462692509363,7.61808876404494,6,
646.375181616341,691.80101642984,6.53115985790409,2,
907.660103475307,712.453201463287,8.14193911680167,5,
720.391143624642,728.521133954155,7.82641081661891,6,
881.432181064712,729.3587433854,7.49794708320051,5,
585.143998825257,731.003295154185,9.14717797356828,4,DG hippocampus cells
667.26116762226,740.431964924115,7.17551197301855,6,
923.889416967852,744.762461670154,8.28168461099486,5,
575.838221640031,744.602709981661,7.52224521875819,6,
759.40943896236,756.187285859613,7.92069735503561,6,
650.681794567063,760.603830786644,7.84449971703452,4,DG hippocampus cells
663.327683231223,788.652267075108,8.67673564783299,4,DG hippocampus cells
745.661473562554,879.954763074256,8.2005177694308,5,
765.342757864239,914.467848923841,8.00870985099338,5,
962.588189764041,79.6307349617813,11.2308838484546,5,
977.420911869587,82.1161083375785,10.0556899303787,5,
1080.18529521761,114.560383584312,8.88352308456065,1,CA1 cells
1014.15599007444,123.264687344913,8.34229623974041,5,
1072.21537296573,122.380051502968,10.1078098793797,4,DG hippocampus cells
672.663006975867,133.161276772247,9.67680995475113,5,
901.09187832048,139.494676949443,7.5746880891174,6,
1056.68165788469,155.211667239404,7.48631214203895,4,DG hippocampus cells
547.565676189323,154.802815397652,8.99394661663237,5,
1072.36002288667,160.598468069398,6.5124034699151,4,DG hippocampus cells
710.06264214967,167.812615920763,8.53283675715334,5,
851.848252283387,170.904172303135,7.41254134781535,5,
1057.79385414508,175.207935621762,8.90000090673575,0,
1146.46737804421,173.885287935556,8.51444473585613,4,DG hippocampus cells
639.971102427746,185.809677919075,9.18336924855491,6,
1047.2491653944,184.425698897371,6.55769296013571,6,
1058.56079690722,185.502489690722,7.78618350515464,4,DG hippocampus cells
1079.82915997994,188.995032597793,7.20101153460381,4,DG hippocampus cells
1109.5247626183,186.374336750789,7.58159779179811,6,
725.69999068323,191.146668831169,8.30722190852626,5,
1094.13406857855,185.021009143807,7.74399376558604,4,DG hippocampus cells
1086.65527478708,193.505107022337,9.58954057528523,4,DG hippocampus cells
921.645955376344,194.481515483871,11.657524516129,5,
1051.38836146971,192.397663356504,7.72932820258193,4,DG hippocampus cells
1069.205875,192.661644430052,7.90451424870466,4,DG hippocampus cells
1074.76107160857,197.526740655187,10.2394294414112,4,DG hippocampus cells
1013.54161335357,193.828037936267,12.1253875569044,4,DG hippocampus cells
1009.650772652,206.449495386799,7.60303950792524,4,DG hippocampus cells
