,X,Y,Z,cluster,cell
9053,76.22128634456129,79.72802294020812,14.520960364827644,6,"Breast cancer cells (PanCK, GATA3)"
9069,68.55726932709598,-59.99645086185188,13.982447153900623,6,"Breast cancer cells (PanCK, GATA3)"
9076,65.30564595047264,-35.016743069644065,15.221083517536997,6,"Breast cancer cells (PanCK, GATA3)"
9079,62.339986609813366,96.90839429299331,15.455973627427106,6,"Breast cancer cells (PanCK, GATA3)"
9083,60.3150997319853,61.125588863128996,14.182217971318508,6,"Breast cancer cells (PanCK, GATA3)"
9086,59.482954752781495,104.21278434738338,14.917512088965566,6,"Breast cancer cells (PanCK, GATA3)"
9090,56.57757180942377,53.26185096290567,13.746626013016204,6,"Breast cancer cells (PanCK, GATA3)"
9098,53.04799288924818,-55.23485531454202,14.427716170598217,6,"Breast cancer cells (PanCK, GATA3)"
9106,47.13862914374994,70.2285300395996,14.917512088965566,6,"Breast cancer cells (PanCK, GATA3)"
9118,41.746556434838055,32.78533387701441,15.71579535076814,6,"Breast cancer cells (PanCK, GATA3)"
9119,43.209217379044105,17.79813788273691,15.350845422298896,6,"Breast cancer cells (PanCK, GATA3)"
9126,37.80921737904407,100.68147121607024,15.550845422298892,6,"Breast cancer cells (PanCK, GATA3)"
9127,37.86636023618695,-51.27567164107256,15.574654946108424,6,"Breast cancer cells (PanCK, GATA3)"
9129,35.536046647336775,72.87415414289944,14.697999893843615,6,"Breast cancer cells (PanCK, GATA3)"
9131,32.30541991068969,0.09412944391829114,14.968145000357971,6,"Breast cancer cells (PanCK, GATA3)"
9132,31.859217379044082,-45.0018621172631,14.917512088965566,6,"Breast cancer cells (PanCK, GATA3)"
9138,30.109217379044082,-61.41852878392979,14.917512088965566,6,"Breast cancer cells (PanCK, GATA3)"
9143,28.483166958876097,35.77895020766687,15.690621332663035,6,"Breast cancer cells (PanCK, GATA3)"
9145,26.609217379044082,66.36718550178455,14.917512088965566,6,"Breast cancer cells (PanCK, GATA3)"
9150,21.89370013766478,-10.918528783929787,16.141650020000043,6,"Breast cancer cells (PanCK, GATA3)"
9151,21.386995156821854,-64.67408433948532,15.317512088965564,6,"Breast cancer cells (PanCK, GATA3)"
9159,14.381029459580986,21.631806786539983,15.481270478227309,6,"Breast cancer cells (PanCK, GATA3)"
9160,14.752074521901307,-17.025671641072677,14.917512088965566,6,"Breast cancer cells (PanCK, GATA3)"
9162,9.938076439446775,105.1016054442581,14.863820813797773,6,"Breast cancer cells (PanCK, GATA3)"
9165,8.30413263328137,-18.799884716133192,13.866664631338445,6,"Breast cancer cells (PanCK, GATA3)"
9167,6.335836084080086,71.70017625204139,15.291612808390028,6,"Breast cancer cells (PanCK, GATA3)"
9168,5.835736716060637,52.744454641484595,14.663368442556724,6,"Breast cancer cells (PanCK, GATA3)"
9170,3.0649135815757518,9.942230709741125,14.993461456054177,6,"Breast cancer cells (PanCK, GATA3)"
9174,-0.8206071823594243,41.204278233614104,15.531547176684867,6,"Breast cancer cells (PanCK, GATA3)"
9175,-1.0328878841137907,-55.3395814155088,14.180669983702408,6,"Breast cancer cells (PanCK, GATA3)"
9179,-6.3675268070024345,35.33728516955864,14.917512088965566,6,"Breast cancer cells (PanCK, GATA3)"
9184,-11.596390097591438,51.436611402986046,14.814708350647805,6,"Breast cancer cells (PanCK, GATA3)"
9192,-15.283639763813142,88.72432835892732,15.524654946108413,6,"Breast cancer cells (PanCK, GATA3)"
9197,-21.023632862501813,79.35683353491083,15.188043489931744,6,"Breast cancer cells (PanCK, GATA3)"
9198,-20.907086968781982,30.853210346504966,14.960990349835129,6,"Breast cancer cells (PanCK, GATA3)"
9199,-23.587044303198923,-11.815725045611998,14.468913958124446,6,"Breast cancer cells (PanCK, GATA3)"
9205,-27.34954550755384,-32.073167959187515,14.711326521955264,6,"Breast cancer cells (PanCK, GATA3)"
9206,-26.320823773219274,-39.20247940121368,15.864014146578732,6,"Breast cancer cells (PanCK, GATA3)"
9211,-29.899329629502915,68.7182233528224,15.92605909751257,6,"Breast cancer cells (PanCK, GATA3)"
9212,-30.890782620955918,-60.91852878392979,14.917512088965566,6,"Breast cancer cells (PanCK, GATA3)"
9221,-39.47241527401712,-80.75526347780732,14.917512088965566,6,"Breast cancer cells (PanCK, GATA3)"
9222,-39.91133056616138,69.02667669552227,14.616142225951869,6,"Breast cancer cells (PanCK, GATA3)"
9228,-46.46055006281631,-15.825505528115855,14.917512088965566,6,"Breast cancer cells (PanCK, GATA3)"
9231,-48.91684897166681,20.465357471994366,15.846422041572204,6,"Breast cancer cells (PanCK, GATA3)"
9233,-49.7607248174877,-68.19598543132861,14.975315557173658,6,"Breast cancer cells (PanCK, GATA3)"
9246,-63.84911595428923,62.62776751236652,14.49158616303965,6,"Breast cancer cells (PanCK, GATA3)"
9247,-66.61300484317815,-77.85089593368826,14.936835760463147,6,"Breast cancer cells (PanCK, GATA3)"
9250,-68.30667047142322,-60.34843532598586,15.833399939432859,6,"Breast cancer cells (PanCK, GATA3)"
9252,-69.20138868156198,-38.19883181423279,14.03872421017769,6,"Breast cancer cells (PanCK, GATA3)"
9255,-74.68078262095594,65.58147121607021,14.197512088965567,6,"Breast cancer cells (PanCK, GATA3)"
9256,-73.21167814334399,8.820277186219414,16.544377760607347,6,"Breast cancer cells (PanCK, GATA3)"
9257,-73.68865496138153,-6.613564244922713,15.796944713079043,6,"Breast cancer cells (PanCK, GATA3)"
9261,-77.89078262095592,-74.59244182740804,14.917512088965566,6,"Breast cancer cells (PanCK, GATA3)"
9265,-80.7118835383871,59.301654702308724,14.972557960525208,6,"Breast cancer cells (PanCK, GATA3)"
9268,-82.46972998937696,-82.10273931024557,14.917512088965566,6,"Breast cancer cells (PanCK, GATA3)"
9271,-84.14078262095592,-89.3768621172631,14.334178755632223,6,"Breast cancer cells (PanCK, GATA3)"
9275,-86.89078262095592,-68.67237493777594,14.917512088965566,6,"Breast cancer cells (PanCK, GATA3)"
9278,-91.3729254780987,-58.04352878392979,15.274654946108413,6,"Breast cancer cells (PanCK, GATA3)"
9280,-92.16664468992144,-3.424275910366532,15.768086801609243,6,"Breast cancer cells (PanCK, GATA3)"
9467,180.05366182348854,-3.7611213765223965,13.528623200076687,6,"Breast cancer cells (PanCK, GATA3)"
9484,108.0412173790441,-7.734528783929818,14.533512088965566,6,"Breast cancer cells (PanCK, GATA3)"
9492,66.04274339060481,19.66528624497198,14.836587233474226,6,"Breast cancer cells (PanCK, GATA3)"
9494,48.605745156821854,-29.19283433948533,15.417512088965566,6,"Breast cancer cells (PanCK, GATA3)"
9495,46.09758947206734,-4.997598551371652,13.857046972686497,6,"Breast cancer cells (PanCK, GATA3)"
9497,40.378448148274856,27.76278989738887,11.796632968086449,6,"Breast cancer cells (PanCK, GATA3)"
9498,38.711453800769334,-61.56070130789146,13.300898670435217,6,"Breast cancer cells (PanCK, GATA3)"
9499,36.83268106619494,-34.373836046499605,13.420305385054952,6,"Breast cancer cells (PanCK, GATA3)"
9500,32.71880642013997,-11.945926044203816,13.506553184855974,6,"Breast cancer cells (PanCK, GATA3)"
9501,29.609217379044082,-51.35970525451802,14.25574738308321,6,"Breast cancer cells (PanCK, GATA3)"
9502,27.27796737904407,28.693971216070167,13.505012088965564,6,"Breast cancer cells (PanCK, GATA3)"
9503,25.440739118174463,17.576036433461468,14.982729480269917,6,"Breast cancer cells (PanCK, GATA3)"
9504,24.138400258421598,48.36162685809359,12.777434267953893,6,"Breast cancer cells (PanCK, GATA3)"
9506,21.15835032702097,-74.71621664520148,14.33947740688464,6,"Breast cancer cells (PanCK, GATA3)"
9508,16.811671366774135,77.0692012774199,13.408309634977833,6,"Breast cancer cells (PanCK, GATA3)"
9513,12.459217379044105,14.288614073213125,14.460369231822703,6,"Breast cancer cells (PanCK, GATA3)"
9515,9.575697825971474,-6.315176828622498,13.699634993993499,6,"Breast cancer cells (PanCK, GATA3)"
9516,8.201977560039495,-32.99545186085288,14.048733808422583,6,"Breast cancer cells (PanCK, GATA3)"
9518,6.993398170004582,64.96282714827362,14.239545987270652,6,"Breast cancer cells (PanCK, GATA3)"
9522,1.7139792838059975,-27.766147831548835,13.927035898489379,6,"Breast cancer cells (PanCK, GATA3)"
9526,-5.395567309951105,-15.717571846130795,14.0849762037981,6,"Breast cancer cells (PanCK, GATA3)"
9527,-7.743163573336801,-1.1185287839298326,13.831797803251277,6,"Breast cancer cells (PanCK, GATA3)"
9532,-11.022600802774093,-21.623074238475283,12.462966634420127,6,"Breast cancer cells (PanCK, GATA3)"
9533,-10.23391987585785,-52.58192747674019,12.544963069357728,6,"Breast cancer cells (PanCK, GATA3)"
9536,-21.56761188924861,-61.5038946375883,13.58824379628264,6,"Breast cancer cells (PanCK, GATA3)"
9541,-32.087752317925606,60.52086515546421,14.584178755632223,6,"Breast cancer cells (PanCK, GATA3)"
9542,-31.21309667054271,23.14345468714464,14.148917047643252,6,"Breast cancer cells (PanCK, GATA3)"
9547,-43.7538399457967,51.18338204409565,14.713690432914603,6,"Breast cancer cells (PanCK, GATA3)"
9551,-53.8074492876226,2.9660866006855713,13.302127473580953,6,"Breast cancer cells (PanCK, GATA3)"
9553,-57.26578262095592,54.852304549403584,14.125845422298902,6,"Breast cancer cells (PanCK, GATA3)"
9554,-58.59717796979311,45.80821540211673,13.28960511222138,6,"Breast cancer cells (PanCK, GATA3)"
9555,-57.69547012095592,-23.106028783929787,14.198762088965566,6,"Breast cancer cells (PanCK, GATA3)"
9561,-71.8609318746872,-55.29539445557157,12.723482238219297,6,"Breast cancer cells (PanCK, GATA3)"
9564,-77.81612198747177,-17.651560458137965,13.641493989418052,6,"Breast cancer cells (PanCK, GATA3)"
9573,-90.36872379742653,-21.96264643098857,14.652806206612624,6,"Breast cancer cells (PanCK, GATA3)"
9575,-99.49604577885066,-73.00943787483891,14.448612567434466,6,"Breast cancer cells (PanCK, GATA3)"
9578,-107.67988214702228,-21.942225466394234,13.732677965742816,6,"Breast cancer cells (PanCK, GATA3)"
9579,-109.67160453876414,-35.089761660642125,14.164087431431327,6,"Breast cancer cells (PanCK, GATA3)"
9811,81.18064595047264,-61.49747615235083,11.759617352123463,6,"Breast cancer cells (PanCK, GATA3)"
9824,72.81338404571073,-51.401862117263136,13.942512088965564,6,"Breast cancer cells (PanCK, GATA3)"
9837,59.68221007977405,76.70920844234763,12.523351505023967,6,"Breast cancer cells (PanCK, GATA3)"
9843,58.692550712377454,-64.76852878392981,12.917512088965566,6,"Breast cancer cells (PanCK, GATA3)"
9853,52.97535911132758,90.63658932630642,11.374205002351395,6,"Breast cancer cells (PanCK, GATA3)"
9858,49.117070782185465,22.47414137313831,13.095522560169748,6,"Breast cancer cells (PanCK, GATA3)"
9859,47.83998660981331,48.488064622663615,13.027402198855668,6,"Breast cancer cells (PanCK, GATA3)"
9861,44.07330577683416,62.95439939286575,12.950661260236288,6,"Breast cancer cells (PanCK, GATA3)"
9872,37.70366182348846,16.364804549403516,13.161956533410013,6,"Breast cancer cells (PanCK, GATA3)"
9875,33.220787626977994,65.89138857144212,12.438173245990356,6,"Breast cancer cells (PanCK, GATA3)"
9877,31.21566899194727,-72.4217545903814,12.52181316423438,6,"Breast cancer cells (PanCK, GATA3)"
9881,29.57171737904406,4.281471216070258,12.467512088965563,6,"Breast cancer cells (PanCK, GATA3)"
9884,28.21732548715221,92.27066040525938,13.079674251127727,6,"Breast cancer cells (PanCK, GATA3)"
9885,26.347678917505675,82.2353173699164,12.517512088965567,6,"Breast cancer cells (PanCK, GATA3)"
9886,26.128204720816257,59.51185096290567,12.309917152256702,6,"Breast cancer cells (PanCK, GATA3)"
9899,18.264772934599705,-68.08519545059647,12.806400977854452,6,"Breast cancer cells (PanCK, GATA3)"
9900,18.552074521901204,87.16004264464163,13.03179780325128,6,"Breast cancer cells (PanCK, GATA3)"
9906,8.58255071237744,-77.38519545059643,13.593067644521128,6,"Breast cancer cells (PanCK, GATA3)"
9908,6.2458955797361,1.8357964755857665,11.547269874432693,6,"Breast cancer cells (PanCK, GATA3)"
9912,3.40449296959531,-42.70199335085891,12.366330986603359,6,"Breast cancer cells (PanCK, GATA3)"
9914,2.868476638303264,92.05369343829238,13.787882459335933,6,"Breast cancer cells (PanCK, GATA3)"
9915,1.632886018097338,-65.35048144665171,12.941180728018821,6,"Breast cancer cells (PanCK, GATA3)"
9917,1.3015250713517617,99.32933446393349,13.361956533410009,6,"Breast cancer cells (PanCK, GATA3)"
9918,1.7562762025734742,78.375588863129,12.917512088965566,6,"Breast cancer cells (PanCK, GATA3)"
9933,-6.634203673587422,67.46305016343865,14.206985773176093,6,"Breast cancer cells (PanCK, GATA3)"
9934,-8.596390097591438,13.132873085229107,13.225923303918847,6,"Breast cancer cells (PanCK, GATA3)"
9935,-9.008429679779454,41.826569255285904,12.888100324259675,6,"Breast cancer cells (PanCK, GATA3)"
9938,-8.73585304349109,-70.34106399519737,13.706244483331766,6,"Breast cancer cells (PanCK, GATA3)"
9943,-15.88057853932321,73.30596101198853,11.869893041346515,6,"Breast cancer cells (PanCK, GATA3)"
9945,-16.97197920215251,13.936172070771022,12.994435165888646,6,"Breast cancer cells (PanCK, GATA3)"
9946,-16.448395789680205,-34.745689277756924,13.296112912010848,6,"Breast cancer cells (PanCK, GATA3)"
9957,-26.08183953152502,60.84840888544693,11.226455178396463,6,"Breast cancer cells (PanCK, GATA3)"
9972,-36.04215876774492,-18.45981318759948,13.027603832084829,6,"Breast cancer cells (PanCK, GATA3)"
9980,-45.35744928762256,33.81480454940356,13.028623200076687,6,"Breast cancer cells (PanCK, GATA3)"
9984,-47.290782620955895,-63.651862117263136,12.917512088965566,6,"Breast cancer cells (PanCK, GATA3)"
9985,-48.86426746944079,-5.952619693020665,12.311451482904943,6,"Breast cancer cells (PanCK, GATA3)"
9991,-53.613004843178146,52.78517491977391,12.917512088965566,6,"Breast cancer cells (PanCK, GATA3)"
9992,-53.44078262095593,30.85647121607019,13.367512088965569,6,"Breast cancer cells (PanCK, GATA3)"
9999,-60.87465358869781,-59.17659330005881,13.369124992191374,6,"Breast cancer cells (PanCK, GATA3)"
10001,-61.21744928762257,-87.73186211726312,12.117512088965569,6,"Breast cancer cells (PanCK, GATA3)"
10005,-64.82377231167754,70.83404853565787,13.288646109584128,6,"Breast cancer cells (PanCK, GATA3)"
10006,-64.86047959065291,-20.880649996051034,12.462966634420127,6,"Breast cancer cells (PanCK, GATA3)"
10007,-65.58376507709625,-64.3395814155088,12.601722615281346,6,"Breast cancer cells (PanCK, GATA3)"
10014,-72.64078262095592,-2.8113859267868975,12.831797803251277,6,"Breast cancer cells (PanCK, GATA3)"
10015,-75.1710643110967,18.799781075225155,11.90342758192331,6,"Breast cancer cells (PanCK, GATA3)"
10020,-80.3407826209559,-79.06852878392976,13.317512088965564,6,"Breast cancer cells (PanCK, GATA3)"
10024,-87.6764969066702,-26.802882525426412,11.584178755632223,6,"Breast cancer cells (PanCK, GATA3)"
10025,-87.79657972240511,-74.6721519723356,12.685628030994543,6,"Breast cancer cells (PanCK, GATA3)"
10048,-111.1473615683243,-3.7211603628771854,12.891196299491888,6,"Breast cancer cells (PanCK, GATA3)"
10238,99.97128634456129,-3.125425335653972,11.940500594712695,6,"Breast cancer cells (PanCK, GATA3)"
10242,95.85921737904408,-51.06042067582166,12.376971548425026,6,"Breast cancer cells (PanCK, GATA3)"
10244,93.10152507135177,-17.203144168545123,11.548281319734798,6,"Breast cancer cells (PanCK, GATA3)"
10248,89.84136023618697,-47.63281449821551,11.774654946108413,6,"Breast cancer cells (PanCK, GATA3)"
10257,65.52421737904405,61.69647121607022,11.347512088965566,6,"Breast cancer cells (PanCK, GATA3)"
10261,58.51619412323015,-27.639459016487933,11.568674879663249,6,"Breast cancer cells (PanCK, GATA3)"
10262,56.68064595047264,-34.618528783929776,11.860369231822709,6,"Breast cancer cells (PanCK, GATA3)"
10272,42.188164747465066,39.84462911080709,11.759617352123463,6,"Breast cancer cells (PanCK, GATA3)"
10274,37.87358519513606,92.99334861070622,11.461573391647555,6,"Breast cancer cells (PanCK, GATA3)"
10275,36.103335026102854,40.19911827489375,11.882217971318504,6,"Breast cancer cells (PanCK, GATA3)"
10279,24.114772934599614,-13.49630656170757,11.861956533410009,6,"Breast cancer cells (PanCK, GATA3)"
10280,19.944382214208986,12.99905363365258,12.1482813197348,6,"Breast cancer cells (PanCK, GATA3)"
10281,19.427399197225895,0.18374394334296085,10.425087846541324,6,"Breast cancer cells (PanCK, GATA3)"
10284,6.628825222181376,-52.83029348981216,11.937119932102824,6,"Breast cancer cells (PanCK, GATA3)"
10285,3.478149417878967,43.372733351992565,11.140813059839353,6,"Breast cancer cells (PanCK, GATA3)"
10289,-6.04562133063331,60.95889057090892,10.601383056707505,6,"Breast cancer cells (PanCK, GATA3)"
10290,-19.709748138197313,53.11595397469091,11.486477606206947,6,"Breast cancer cells (PanCK, GATA3)"
10293,-40.70600001226029,41.195601650852836,12.026207741139487,6,"Breast cancer cells (PanCK, GATA3)"
10295,-42.500306430479725,-56.65662402202497,11.336559708013183,6,"Breast cancer cells (PanCK, GATA3)"
10298,-43.32536206020825,-41.9232016811261,12.571717696442207,6,"Breast cancer cells (PanCK, GATA3)"
10299,-45.17845385383265,-83.8089397428339,11.94490934923953,6,"Breast cancer cells (PanCK, GATA3)"
10302,-50.98169171186504,-46.13671060211158,11.862966634420118,6,"Breast cancer cells (PanCK, GATA3)"
10305,-59.2035316249399,-52.26514232974648,13.013129618846044,6,"Breast cancer cells (PanCK, GATA3)"
10306,-57.75971465979086,-70.72435402664826,10.98547325401411,6,"Breast cancer cells (PanCK, GATA3)"
10308,-62.20112744854214,62.59871259538056,11.193374157931089,6,"Breast cancer cells (PanCK, GATA3)"
10311,-68.45744928762264,14.98813788273685,11.930845422298901,6,"Breast cancer cells (PanCK, GATA3)"
10314,-72.09227515826933,-71.58270788840741,11.619004626279008,6,"Breast cancer cells (PanCK, GATA3)"
10318,-78.94730436008632,-87.6141809578429,12.691425132443825,6,"Breast cancer cells (PanCK, GATA3)"
10322,-82.44263447280775,-8.85926952467048,11.924919496372972,6,"Breast cancer cells (PanCK, GATA3)"
10323,-83.82512605529934,19.849147983747002,10.220542391995878,6,"Breast cancer cells (PanCK, GATA3)"
10324,-86.07649690667023,-79.27567164107256,11.460369231822703,6,"Breast cancer cells (PanCK, GATA3)"
10325,-95.24152888961265,-53.7506183361686,12.268258357622287,6,"Breast cancer cells (PanCK, GATA3)"
10329,-106.29322164534614,-64.4368214668566,11.55165843042898,6,"Breast cancer cells (PanCK, GATA3)"
10563,75.34532849015517,-67.6824176728187,11.084178755632223,6,"Breast cancer cells (PanCK, GATA3)"
10568,68.15088404571071,-70.50880656170756,11.306400977854452,6,"Breast cancer cells (PanCK, GATA3)"
10570,67.25921737904406,-57.0018621172631,11.184178755632232,6,"Breast cancer cells (PanCK, GATA3)"
10579,59.528409298236,29.697632832231875,10.402360573814043,6,"Breast cancer cells (PanCK, GATA3)"
10585,57.0548132339664,-56.21386557149458,10.492641622644328,6,"Breast cancer cells (PanCK, GATA3)"
10600,46.574734620423385,-47.71163223220566,10.917512088965566,6,"Breast cancer cells (PanCK, GATA3)"
10602,43.75354727595129,-27.42368342310499,10.463903841542887,6,"Breast cancer cells (PanCK, GATA3)"
10603,43.10921737904408,-48.91852878392979,10.917512088965566,6,"Breast cancer cells (PanCK, GATA3)"
10609,40.84921737904409,-71.5985287839298,10.917512088965566,6,"Breast cancer cells (PanCK, GATA3)"
10610,39.205107790002955,21.786950668124973,10.739429897184742,6,"Breast cancer cells (PanCK, GATA3)"
10611,37.89981566964241,-51.12365698905802,11.515802687256155,6,"Breast cancer cells (PanCK, GATA3)"
10612,36.18231679424878,49.1925823271813,10.554938989550365,6,"Breast cancer cells (PanCK, GATA3)"
10616,32.02588404571077,-61.23102878392979,11.667512088965566,6,"Breast cancer cells (PanCK, GATA3)"
10624,22.66636023618696,-63.03281449821549,10.917512088965566,6,"Breast cancer cells (PanCK, GATA3)"
10655,-6.1251576209559175,-29.335195450596473,10.709178755632223,6,"Breast cancer cells (PanCK, GATA3)"
10664,-17.2219514521247,-49.43151579691681,10.398031569485049,6,"Breast cancer cells (PanCK, GATA3)"
10672,-25.44454606181614,47.85566476445729,11.799232519073094,6,"Breast cancer cells (PanCK, GATA3)"
10675,-28.384413194204342,35.737522171484216,10.255091706799966,6,"Breast cancer cells (PanCK, GATA3)"
10681,-29.98602071619399,71.89099502559407,10.917512088965566,6,"Breast cancer cells (PanCK, GATA3)"
10684,-33.39078262095592,50.54813788273691,10.197512088965567,6,"Breast cancer cells (PanCK, GATA3)"
10686,-34.81134336861942,-39.80637925121948,11.683867229152483,6,"Breast cancer cells (PanCK, GATA3)"
10699,-42.89078262095592,9.028137882736928,11.104178755632233,6,"Breast cancer cells (PanCK, GATA3)"
10706,-48.289333345593604,22.719152375490467,10.627657016501807,6,"Breast cancer cells (PanCK, GATA3)"
10708,-49.42566634188614,48.05821540211673,10.661698135477188,6,"Breast cancer cells (PanCK, GATA3)"
10713,-53.45138868156198,42.96025909485809,11.341754513207988,6,"Breast cancer cells (PanCK, GATA3)"
10718,-56.94040094156662,-42.90326160835724,11.421328882858695,6,"Breast cancer cells (PanCK, GATA3)"
10721,-59.24292269877691,-14.704521001828653,10.022570454724324,6,"Breast cancer cells (PanCK, GATA3)"
10728,-63.19470418958343,-95.26166603883172,11.917512088965566,6,"Breast cancer cells (PanCK, GATA3)"
10735,-69.28334460442704,46.296347249128075,11.512553411279612,6,"Breast cancer cells (PanCK, GATA3)"
10752,-87.27291189852241,-64.18088619837846,10.590515891246945,6,"Breast cancer cells (PanCK, GATA3)"
10757,-91.68865496138153,-32.58874154988723,11.811129110242163,6,"Breast cancer cells (PanCK, GATA3)"
10764,-100.3749096050829,-31.347100212501232,10.917512088965566,6,"Breast cancer cells (PanCK, GATA3)"
10955,65.24722642881778,-39.29409439478951,10.320227021092265,6,"Breast cancer cells (PanCK, GATA3)"
10957,58.24016975999649,17.652899787498768,9.869893041346515,6,"Breast cancer cells (PanCK, GATA3)"
10968,12.685240770856865,48.35632501723978,10.730377586041591,6,"Breast cancer cells (PanCK, GATA3)"
10975,-9.146880181931522,-72.45511414978347,9.697999893843615,6,"Breast cancer cells (PanCK, GATA3)"
10987,-58.26655901847141,8.90134699246778,9.799499666605328,6,"Breast cancer cells (PanCK, GATA3)"
10991,-92.30457572440423,-16.24180464599874,10.046822433793167,6,"Breast cancer cells (PanCK, GATA3)"
11140,106.13229430212101,-29.426221091622097,8.17905055050403,6,"Breast cancer cells (PanCK, GATA3)"
11148,98.3771731801491,-10.747258065697793,9.679943028192085,6,"Breast cancer cells (PanCK, GATA3)"
11167,81.17171737904408,-70.10602878392979,8.942512088965564,6,"Breast cancer cells (PanCK, GATA3)"
11168,75.35115286291506,-71.0475610419943,8.917512088965566,6,"Breast cancer cells (PanCK, GATA3)"
11193,51.05152507135176,-43.38006724546818,8.776486447939924,6,"Breast cancer cells (PanCK, GATA3)"
11210,34.09197599973379,-46.785523857821374,8.365787951034534,6,"Breast cancer cells (PanCK, GATA3)"
11232,14.40408917391585,19.61993275453176,8.917512088965566,6,"Breast cancer cells (PanCK, GATA3)"
11234,16.060830282269876,61.508890570908875,9.691705637352662,6,"Breast cancer cells (PanCK, GATA3)"
11248,-0.44406130948050304,93.36015974066038,8.942102252899993,6,"Breast cancer cells (PanCK, GATA3)"
11280,-28.052072943536643,-78.32981910651051,8.578802411546214,6,"Breast cancer cells (PanCK, GATA3)"
11306,-52.64078262095592,51.01897121607021,8.417512088965566,6,"Breast cancer cells (PanCK, GATA3)"
11309,-55.70086014033575,40.872168890488865,10.095806662608972,6,"Breast cancer cells (PanCK, GATA3)"
11323,-67.3046899057241,-96.5542903733338,6.75857169161457,6,"Breast cancer cells (PanCK, GATA3)"
11344,-79.81935404952736,-76.90265576805677,8.917512088965566,6,"Breast cancer cells (PanCK, GATA3)"
11368,-100.41642364659702,-24.71340057880161,8.917512088965566,6,"Breast cancer cells (PanCK, GATA3)"
11372,-104.42526537957662,-75.71163223220566,8.917512088965566,6,"Breast cancer cells (PanCK, GATA3)"
11378,-110.39078262095592,-25.522302368835426,8.917512088965566,6,"Breast cancer cells (PanCK, GATA3)"
11396,-121.9949492876226,-18.06436211726316,8.917512088965566,6,"Breast cancer cells (PanCK, GATA3)"
11557,100.13439723515916,-35.904140294721174,8.888735110548296,6,"Breast cancer cells (PanCK, GATA3)"
11559,93.18548856548472,-2.8422575974891515,7.951410394050313,6,"Breast cancer cells (PanCK, GATA3)"
11563,69.46483235230613,-58.88109562884961,7.505747383083211,6,"Breast cancer cells (PanCK, GATA3)"
11576,37.61963404571077,80.64917954940358,7.95917875563223,6,"Breast cancer cells (PanCK, GATA3)"
11589,10.51830828813496,91.89965303425208,7.940239361692839,6,"Breast cancer cells (PanCK, GATA3)"
11866,58.584827135141666,-49.79657756441759,6.917512088965566,6,"Breast cancer cells (PanCK, GATA3)"
11965,-56.67247276180103,1.8983726245209027,6.917512088965566,6,"Breast cancer cells (PanCK, GATA3)"
11981,-79.11986628629455,-20.504186154447666,6.845798941555209,6,"Breast cancer cells (PanCK, GATA3)"
12008,-96.0574492876226,-8.791544656945689,6.917512088965566,6,"Breast cancer cells (PanCK, GATA3)"
12137,112.24984237904408,-34.46540378392979,6.042512088965566,6,"Breast cancer cells (PanCK, GATA3)"
12139,106.16659442822441,-45.83656157081498,5.573249793883598,6,"Breast cancer cells (PanCK, GATA3)"
12146,68.91772801734197,-37.98235857116384,6.449426982582587,6,"Breast cancer cells (PanCK, GATA3)"
12177,-38.246504013990716,55.101371713582694,6.4100494023984,6,"Breast cancer cells (PanCK, GATA3)"
12185,-78.92701450501391,-5.904036030306543,5.700120784617738,6,"Breast cancer cells (PanCK, GATA3)"
12438,116.48512978780326,-41.407579878820286,4.902913548819583,6,"Breast cancer cells (PanCK, GATA3)"
12451,102.98657586961014,-51.91852878392979,4.917512088965566,6,"Breast cancer cells (PanCK, GATA3)"
12485,68.30255071237747,-43.47852878392979,3.904178755632234,6,"Breast cancer cells (PanCK, GATA3)"
12487,67.52141250099527,-71.48438244246637,5.112634040185078,6,"Breast cancer cells (PanCK, GATA3)"
12495,63.79514702728528,-60.365764964834284,4.053190480925366,6,"Breast cancer cells (PanCK, GATA3)"
12514,48.50315677298346,-74.7064075718086,4.917512088965566,6,"Breast cancer cells (PanCK, GATA3)"
12523,41.961818535113366,38.18551745884474,4.663176828849963,6,"Breast cancer cells (PanCK, GATA3)"
12538,29.530009458251982,-74.11654858590998,6.135333871143786,6,"Breast cancer cells (PanCK, GATA3)"
12539,31.609217379044082,-82.19439085289531,4.917512088965566,6,"Breast cancer cells (PanCK, GATA3)"
12635,-42.48363976381302,-75.38995735535838,5.646083517536994,6,"Breast cancer cells (PanCK, GATA3)"
12654,-64.51805534822864,-19.473074238475192,6.253875725329209,6,"Breast cancer cells (PanCK, GATA3)"
12655,-64.89078262095592,-38.21264643098857,4.917512088965566,6,"Breast cancer cells (PanCK, GATA3)"
12660,-69.21005972938963,-4.075155289953841,5.06209040221858,6,"Breast cancer cells (PanCK, GATA3)"
12666,-73.13014432308358,-88.38129474137656,4.077086557050674,6,"Breast cancer cells (PanCK, GATA3)"
12667,-76.77967150984483,-33.56667693207788,4.917512088965566,6,"Breast cancer cells (PanCK, GATA3)"
12704,-103.73561020716284,-37.19439085289531,4.917512088965566,6,"Breast cancer cells (PanCK, GATA3)"
12716,-106.71013745966553,-16.673367493607202,6.169124992191371,6,"Breast cancer cells (PanCK, GATA3)"
12908,69.57171737904406,-52.32477878392979,3.167512088965566,6,"Breast cancer cells (PanCK, GATA3)"
12934,18.066360236186938,25.095756930355947,3.3175120889655645,6,"Breast cancer cells (PanCK, GATA3)"
