,X,Y,Z,cluster,cell
16834,93.4656565603301,-236.41115386534284,-28.496032030632932,16,Macrophages (CD68)
17561,89.85986908404925,-241.45882938716449,-33.728479848469746,16,Macrophages (CD68)
17631,17.226188283936494,127.45594734195231,-33.7389038518505,16,Macrophages (CD68)
18018,92.00023525667348,107.92158328357084,-35.71569286794083,16,Macrophages (CD68)
18044,15.639746196184433,132.46958843157597,-34.5893093415573,16,Macrophages (CD68)
18215,221.69843345487163,375.01167337366087,-36.760737912985874,16,Macrophages (CD68)
18321,31.802383558821816,-136.2710709090834,-36.57612252837049,16,Macrophages (CD68)
18800,259.6759109323491,114.37203373402122,-39.19317034541831,16,Macrophages (CD68)
18813,240.32883600932485,-52.34572199639274,-40.91263664716309,16,Macrophages (CD68)
18829,221.64722918938173,-307.49503741876424,-39.82196240278179,16,Macrophages (CD68)
19279,-211.24120618476798,304.464826526814,-40.760737912985874,16,Macrophages (CD68)
19434,320.89212714856535,201.3314931934807,-44.760737912985874,16,Macrophages (CD68)
19980,-140.85255370249848,151.53362085305514,-44.67563153000715,16,Macrophages (CD68)
20215,444.89212714856535,-98.8847230227355,-47.301278453526415,16,Macrophages (CD68)
20452,-80.61365319825546,371.9991232512841,-48.783859300269114,16,Macrophages (CD68)
20669,226.50323825967644,429.0109803729679,-52.760737912985874,16,Macrophages (CD68)
20677,205.84725535369353,416.34431370630125,-52.863302015549976,16,Macrophages (CD68)
20832,-4.7383076340433945,-315.8061879659396,-51.6013176231308,16,Macrophages (CD68)
20861,-28.12605466961645,347.7951295571171,-52.97891973116769,16,Macrophages (CD68)
20886,-41.23287285143465,-321.37088775890027,-53.189309341557305,16,Macrophages (CD68)
20899,-49.98882523238706,343.2695884315759,-53.29407124631921,16,Macrophages (CD68)
20944,-80.87814312170491,-196.3847230227355,-52.940918093166054,16,Macrophages (CD68)
21180,-126.63817588173765,-233.365476503489,-54.66982882207678,16,Macrophages (CD68)
21215,379.06502434482695,84.19597917478916,-56.760737912985874,16,Macrophages (CD68)
21219,335.50056088350516,93.78330042239634,-55.1221836961184,16,Macrophages (CD68)
21263,206.62941528415854,404.9670864138195,-56.760737912985874,16,Macrophages (CD68)
21266,199.38291055870354,399.14946554371113,-56.68700519409187,16,Macrophages (CD68)
21270,188.95113335974543,395.85012673385336,-56.711048471992086,16,Macrophages (CD68)
21380,9.717127148565396,-307.6685068065193,-55.71073791298588,16,Macrophages (CD68)
21409,-14.636719005280838,318.39880088578843,-56.299199451447414,16,Macrophages (CD68)
21422,-19.354860803241877,-315.409470661941,-56.03784634672081,16,Macrophages (CD68)
21552,-148.38060012416184,323.30551916750665,-55.981517133765095,16,Macrophages (CD68)
21569,-161.46501570857743,-57.5421331801457,-56.10139725364522,16,Macrophages (CD68)
21592,-183.75072999429182,291.2124455744331,-58.189309341557305,16,Macrophages (CD68)
21856,205.65627809196155,-0.33831812727402166,-60.760737912985874,16,Macrophages (CD68)
22052,-49.158505762827076,370.989721041582,-60.22909234336562,16,Macrophages (CD68)
22084,-81.81195448408772,-237.59707823509075,-60.270941994618525,16,Macrophages (CD68)
22093,-87.89358713714893,-24.27564966366208,-60.760737912985874,16,Macrophages (CD68)
22199,277.14609540253366,241.62514398713154,-59.808356960604925,16,Macrophages (CD68)
22574,78.3404030106343,-70.55356427778361,-64.50786434976749,16,Macrophages (CD68)
22678,-4.941206184768021,-324.0435068065193,-64.76073791298587,16,Macrophages (CD68)
22837,-118.66847891204071,259.3163416783292,-66.70013185237981,16,Macrophages (CD68)
22994,340.98367644433995,-288.929070186801,-67.40862523692954,16,Macrophages (CD68)
23566,-14.966847210409014,319.6263649883525,-67.27355842580639,16,Macrophages (CD68)
23690,-55.3307644176997,-224.1685068065193,-67.79688249129913,16,Macrophages (CD68)
23716,-66.32215856572037,-29.372588439172375,-68.76073791298587,16,Macrophages (CD68)
23767,-90.50370618476796,-31.71017347318599,-67.76073791298587,16,Macrophages (CD68)
