x,y,z,cluster,cell
30.174531123941506,188.29081445696102,120.86330239955421,22,Neutrophiles
-81.13487231387444,-434.3734929242321,120.86330239955421,22,Neutrophiles
-93.28542310946818,551.6283430610799,120.86330239955421,22,Neutrophiles
-99.51363708703502,-297.55629887162064,120.32231879299681,22,Neutrophiles
-110.17950614313929,-358.10670107098935,119.9192030206722,22,Neutrophiles
-120.00044236492386,-361.26061714431154,120.0340341068713,22,Neutrophiles
-171.37660176032057,-273.63815063795636,119.60978127279364,22,Neutrophiles
-309.90350678018336,-247.77719000234782,120.4530459892978,22,Neutrophiles
-345.8254688760585,345.02994489174375,120.86330239955421,22,Neutrophiles
-403.84306721974383,-43.23506546022327,120.10139763764946,22,Neutrophiles
-423.86526253854925,-39.00100573463817,120.86330239955421,22,Neutrophiles
-425.4277233043999,-109.00226122741901,120.86330239955421,22,Neutrophiles
-434.06715685559817,-61.12862288319252,120.86330239955421,22,Neutrophiles
61.2662904768232,73.07418149437251,120.00283728327517,22,Neutrophiles
-304.1609565376331,-252.87663560179334,120.05249158874344,22,Neutrophiles
252.04409634133265,-39.48558305856693,119.32292972874674,22,Neutrophiles
-162.45270177123882,-272.66806656764294,119.5299690662209,22,Neutrophiles
-418.4754320300747,-45.98405658209572,119.4395735859949,22,Neutrophiles
-435.6331105097871,-58.27835550351335,118.86330239955421,22,Neutrophiles
255.6270128476816,-291.06797738605553,118.11109001017368,22,Neutrophiles
-85.26115258860636,-284.05791273384773,119.2985355601759,22,Neutrophiles
317.71537433869764,87.13073540557764,116.5299690662209,22,Neutrophiles
30.320970174354898,200.03647996776385,118.50747417869533,22,Neutrophiles
18.087091510414893,-414.95411307927094,118.1744135106654,22,Neutrophiles
-138.258156146881,562.0173728645041,116.30908553208431,22,Neutrophiles
-162.56173889894183,-277.72692009681475,116.91593397850156,22,Neutrophiles
281.2593137326372,40.31255358739577,115.04663573288755,22,Neutrophiles
101.90514706597037,-18.970779745937534,115.30496906622088,22,Neutrophiles
32.095152512593586,-18.176553166416852,116.03977298778952,22,Neutrophiles
25.280955523681882,194.12598642321666,115.99763075776318,22,Neutrophiles
-237.9337326249788,435.4450039185217,115.84343484988531,22,Neutrophiles
329.4426470659704,45.16969644453866,114.86330239955421,22,Neutrophiles
129.0940076101881,-314.43744641260423,115.92452688935012,22,Neutrophiles
