,Area,X,Y,Z
375,85,574.3058823529411,584.6705882352941,31.729411764705883
376,75,574.04,303.25333333333333,32.0
377,34,573.7647058823529,292.5,32.0
378,76,572.1447368421053,849.8684210526316,31.75
379,139,572.4964028776978,644.5251798561151,31.546762589928058
380,112,572.375,155.10714285714286,31.669642857142858
381,292,571.5479452054794,795.5171232876712,31.373287671232877
382,86,570.3604651162791,776.7790697674419,31.651162790697676
383,61,570.4262295081967,669.9016393442623,31.80327868852459
384,84,571.0952380952381,621.1309523809524,31.702380952380953
385,73,570.3150684931506,608.0410958904109,32.0
386,55,568.8727272727273,478.2,32.0
387,192,569.0625,373.6145833333333,30.901041666666668
388,87,567.8505747126437,161.13793103448276,31.655172413793103
389,56,567.6785714285714,820.0,32.0
390,159,566.188679245283,465.9874213836478,31.57861635220126
391,123,566.5365853658536,427.2357723577236,31.252032520325205
392,60,566.5,235.13333333333333,32.0
393,108,564.9814814814815,722.1296296296297,31.564814814814813
394,93,567.4516129032259,444.7204301075269,31.580645161290324
395,236,564.2881355932203,381.1101694915254,31.008474576271187
396,89,560.3932584269663,429.03370786516854,31.640449438202246
397,132,561.219696969697,330.57575757575756,31.46212121212121
398,95,560.578947368421,287.41052631578947,31.652631578947368
399,56,561.9285714285714,255.28571428571428,32.0
400,158,562.2215189873418,831.5126582278481,31.335443037974684
401,152,559.9407894736842,441.82894736842104,31.236842105263158
402,42,559.1904761904761,710.5714285714286,32.0
403,195,561.1794871794872,554.7333333333333,31.31282051282051
404,63,557.3333333333334,631.2063492063492,32.0
405,45,559.0,263.02222222222224,32.0
406,73,558.1369863013699,783.7945205479452,31.89041095890411
407,126,557.6349206349206,353.5079365079365,31.317460317460316
408,57,556.8421052631579,757.6315789473684,32.0
409,107,556.8971962616822,395.69158878504675,31.570093457943926
410,50,555.36,731.54,32.0
411,182,555.4395604395604,418.4230769230769,31.14835164835165
412,71,553.5492957746479,322.22535211267603,31.802816901408452
413,25,553.76,737.8,32.0
414,157,555.312101910828,377.4649681528662,31.222929936305732
415,87,552.2068965517242,703.9655172413793,31.620689655172413
416,62,552.741935483871,523.4516129032259,31.870967741935484
417,30,553.5,532.9333333333333,32.0
418,225,551.8844444444444,834.2933333333333,30.893333333333334
419,78,551.3717948717949,820.7435897435897,31.807692307692307
420,56,550.5178571428571,653.8571428571429,32.0
421,69,549.2608695652174,789.4057971014493,31.753623188405797
422,48,548.6458333333334,645.9583333333334,32.0
423,130,549.4384615384615,629.0692307692308,31.515384615384615
424,69,548.0289855072464,573.927536231884,31.89855072463768
425,64,549.453125,549.265625,32.0
426,71,549.3802816901408,465.07042253521126,32.0
427,321,547.6479750778816,312.7819314641745,31.09968847352025
428,225,550.8533333333334,243.9777777777778,31.42222222222222
429,81,547.8395061728395,611.9012345679013,31.753086419753085
430,42,548.0714285714286,566.4047619047619,32.0
431,33,546.5454545454545,783.1818181818181,32.0
432,74,546.7702702702703,445.6621621621622,31.66216216216216
433,205,546.439024390244,709.1951219512196,31.082926829268292
434,94,545.5851063829788,384.59574468085106,31.74468085106383
435,70,546.0857142857143,295.7142857142857,31.82857142857143
436,106,544.688679245283,526.433962264151,31.528301886792452
437,49,544.4081632653061,477.7755102040816,32.0
438,73,542.945205479452,721.3698630136986,31.726027397260275
439,127,543.5984251968504,558.2913385826772,31.53543307086614
440,53,542.9245283018868,518.2075471698113,32.0
441,94,542.1170212765958,779.0851063829788,31.595744680851062
442,27,541.7777777777778,698.3333333333334,32.0
443,241,542.9502074688796,487.4190871369295,31.21576763485477
444,77,539.4805194805194,396.15584415584414,31.766233766233768
445,36,540.6944444444445,822.1388888888889,32.0
446,124,540.8629032258065,640.5967741935484,31.556451612903224
447,69,541.768115942029,611.5507246376811,31.695652173913043
448,85,540.435294117647,373.45882352941175,31.6
449,73,540.7945205479452,243.53424657534248,31.794520547945204
450,65,539.4615384615385,811.2307692307693,31.476923076923075
451,34,538.7941176470588,543.1470588235294,32.0
452,115,541.7478260869565,301.68695652173915,31.48695652173913
453,105,538.1238095238095,670.8190476190476,31.34285714285714
454,87,538.1724137931035,441.71264367816093,31.597701149425287
455,148,538.2432432432432,337.7972972972973,31.66216216216216
456,92,537.2608695652174,497.69565217391306,31.82608695652174
457,55,537.4,276.03636363636366,32.0
458,48,536.1875,478.875,32.0
459,67,533.6865671641791,552.5970149253732,31.83582089552239
460,50,534.52,647.08,32.0
461,235,534.7617021276595,537.9829787234042,31.106382978723403
462,58,534.2931034482758,467.2758620689655,32.0
463,56,532.75,804.5,32.0
464,42,533.4047619047619,309.92857142857144,32.0
465,34,532.5,296.0,32.0
466,202,531.1881188118812,618.0792079207921,31.138613861386137
467,127,531.007874015748,439.9133858267717,31.30708661417323
468,132,530.0984848484849,264.030303030303,31.265151515151516
469,48,529.8125,871.875,32.0
470,90,530.5777777777778,820.7222222222222,31.744444444444444
471,65,530.6153846153846,672.6153846153846,31.615384615384617
472,147,529.4761904761905,747.5850340136054,31.68027210884354
473,54,528.7777777777778,628.2222222222222,32.0
474,72,527.3333333333334,465.1111111111111,31.86111111111111
475,43,525.953488372093,668.8139534883721,31.72093023255814
476,65,525.9230769230769,452.26153846153846,31.676923076923078
477,99,525.6262626262626,383.42424242424244,31.515151515151516
478,22,524.5909090909091,344.27272727272725,32.0
479,256,526.0859375,254.20703125,31.26953125
480,68,524.9264705882352,662.7794117647059,31.705882352941178
481,95,524.6,582.5157894736842,31.88421052631579
482,47,524.0851063829788,369.5531914893617,31.872340425531913
483,91,525.065934065934,786.8681318681319,31.835164835164836
484,103,524.0776699029126,475.1650485436893,31.524271844660195
485,86,522.0116279069767,692.3372093023256,31.72093023255814
486,60,523.25,685.4,31.7
487,136,523.3529411764706,502.3897058823529,31.691176470588236
488,81,522.1851851851852,487.2962962962963,32.0
489,131,522.8473282442748,648.8702290076336,31.69465648854962
490,154,521.5974025974026,361.6623376623377,31.532467532467532
491,53,521.7924528301887,242.67924528301887,32.0
492,74,521.1891891891892,620.0945945945946,32.0
493,237,522.7341772151899,405.8607594936709,31.0042194092827
494,66,521.5454545454545,312.6666666666667,32.0
495,89,521.3483146067416,293.8988764044944,31.808988764044944
496,170,520.6647058823529,271.5,31.44705882352941
497,66,519.9545454545455,235.5151515151515,32.0
498,83,519.9759036144578,118.93975903614458,31.746987951807228
499,83,519.5783132530121,374.34939759036143,31.63855421686747
500,88,518.4431818181819,860.1704545454545,31.886363636363637
501,36,518.25,301.47222222222223,32.0
502,136,515.7279411764706,394.625,31.529411764705884
503,151,515.158940397351,752.5298013245033,31.397350993377483
504,31,514.741935483871,340.51612903225805,32.0
505,65,514.6307692307693,256.67692307692306,31.73846153846154
506,150,515.4,479.64666666666665,31.513333333333332
507,171,513.2982456140351,465.85380116959067,31.415204678362574
508,103,512.6310679611651,741.3300970873786,31.825242718446603
509,120,511.6,431.625,31.575
510,33,511.7878787878788,359.1818181818182,32.0
511,107,511.89719626168227,112.8411214953271,31.682242990654206
512,57,511.9122807017544,830.8947368421053,32.0
513,36,509.97222222222223,800.9166666666666,32.0
514,65,509.4769230769231,321.75384615384615,32.0
515,81,507.5432098765432,333.14814814814815,31.728395061728396
516,105,506.48571428571427,861.8571428571429,31.78095238095238
517,86,506.6046511627907,732.4069767441861,31.58139534883721
518,89,507.4269662921348,603.9325842696629,31.775280898876403
519,25,506.8,524.88,32.0
520,41,506.6341463414634,351.6341463414634,32.0
521,154,507.0,224.87662337662337,31.40909090909091
522,51,505.62745098039215,784.8627450980392,32.0
523,69,506.4492753623188,251.14492753623188,31.869565217391305
524,100,505.34,591.55,31.66
525,107,504.98130841121497,400.7943925233645,31.60747663551402
526,145,507.2068965517241,508.02758620689656,31.910344827586208
527,30,504.26666666666665,390.1,32.0
528,48,505.3333333333333,303.5833333333333,31.791666666666668
529,186,503.19354838709677,565.3010752688172,31.370967741935484
530,63,502.3333333333333,461.26984126984127,32.0
531,88,502.96590909090907,376.95454545454544,31.852272727272727
532,51,501.52941176470586,808.5686274509804,32.0
533,47,502.4468085106383,774.2978723404256,32.0
534,53,500.49056603773585,729.0377358490566,32.0
535,109,500.23853211009174,494.1926605504587,31.71559633027523
536,49,500.6530612244898,474.3469387755102,32.0
537,119,500.109243697479,420.5546218487395,31.65546218487395
538,44,500.95454545454544,318.1363636363636,32.0
539,93,500.3010752688172,249.88172043010752,31.537634408602152
540,62,501.43548387096774,239.17741935483872,31.661290322580644
541,100,500.78,716.42,31.85
542,89,499.5168539325843,266.2247191011236,31.584269662921347
543,231,496.53246753246754,389.038961038961,30.87012987012987
544,80,495.65,236.2625,31.8
545,135,496.22222222222223,581.2518518518518,31.725925925925925
546,67,496.2686567164179,487.64179104477614,32.0
547,62,494.6774193548387,561.3064516129032,31.758064516129032
548,78,494.6666666666667,368.46153846153845,31.53846153846154
549,59,493.64406779661016,346.9491525423729,32.0
550,121,492.5289256198347,837.5537190082645,31.56198347107438
551,40,493.075,571.925,32.0
552,37,493.13513513513516,543.2972972972973,32.0
