,X,Y,Z,cluster,cell
16773,248.41486673234976,-48.47617233841527,-23.291050463218404,2,Potentially fibroblasts (fibronectin)
16776,239.89209926992703,69.43375250685449,-26.21965346940761,2,Potentially fibroblasts (fibronectin)
16789,215.27229516099248,87.6172809349481,-25.276629102470203,2,Potentially fibroblasts (fibronectin)
16791,213.65539461655578,-26.811776141452015,-23.060030170895438,2,Potentially fibroblasts (fibronectin)
16792,212.22992935029447,4.622472369081834,-25.749791242082708,2,Potentially fibroblasts (fibronectin)
16797,202.66395241678026,100.12518607328798,-23.626996126750278,9,Potentially fibroblasts (fibronectin)
16799,194.79040696223478,-76.88463210853013,-25.750268854023005,9,Potentially fibroblasts (fibronectin)
16802,191.83440696223477,21.943367891469848,-24.854268854023005,2,Potentially fibroblasts (fibronectin)
16803,190.64869267652045,191.12908217718416,-28.139983139737282,11,Potentional fibroblasts (fibronectin)
16811,178.27440696223482,175.3833678914699,-24.134268854023006,2,Potentially fibroblasts (fibronectin)
16812,177.1997915776194,91.61644481454675,-24.854268854023005,11,Potentional fibroblasts (fibronectin)
16813,177.9648417448435,12.519454847991597,-25.289051462718653,9,Potentially fibroblasts (fibronectin)
16815,172.98774029556807,-26.889965441863524,-23.68093552068968,4,Potentially fibroblasts (fibronectin)
16816,171.75425429047903,84.65710834948516,-23.144345189900868,4,Potentially fibroblasts (fibronectin)
16818,170.78240696223475,-53.404632108530166,-25.270268854023,4,Potentially fibroblasts (fibronectin)
16819,169.74958553366332,-76.6727035371016,-25.639983139737282,9,Potentially fibroblasts (fibronectin)
16820,169.32497299997067,-128.53776418400184,-23.193891495532448,9,Potentially fibroblasts (fibronectin)
16822,168.49230169907685,38.65389420725933,-24.854268854023005,4,Potentially fibroblasts (fibronectin)
16823,166.65961021426733,187.45149797277065,-21.732317634510807,4,Potentially fibroblasts (fibronectin)
16825,160.48514225635245,160.71175024441106,-20.9572100304936,11,Potentional fibroblasts (fibronectin)
16826,162.01572564355342,67.32248877059078,-23.0520710518252,2,Potentially fibroblasts (fibronectin)
16833,160.37440696223473,-43.79663210853016,-24.854268854023005,4,Potentially fibroblasts (fibronectin)
16835,156.80315696223477,-34.68163210853015,-24.854268854023005,4,Potentially fibroblasts (fibronectin)
16836,155.92699955482738,-42.55663210853015,-24.854268854023005,4,Potentially fibroblasts (fibronectin)
16838,156.09302765188988,50.91750582250438,-25.474958509195417,4,Potentially fibroblasts (fibronectin)
16842,153.5902209157232,-128.37058559690223,-24.854268854023005,2,Potentially fibroblasts (fibronectin)
16846,148.71902234685012,103.08439353249548,-26.290166289920442,4,Potentially fibroblasts (fibronectin)
16847,145.55798419800715,175.92304268821783,-25.602236333697803,11,Potentional fibroblasts (fibronectin)
16848,145.93758156540935,54.967177415279366,-25.806649806403946,4,Potentially fibroblasts (fibronectin)
16851,144.35614609266952,81.9216287610351,-24.854268854023005,4,Potentially fibroblasts (fibronectin)
16853,142.59718068486245,36.764535774681576,-25.90536374453395,4,Potentially fibroblasts (fibronectin)
16857,142.70459926992703,-100.97490133929938,-22.9888842386384,9,Potentially fibroblasts (fibronectin)
16858,140.73521667883392,7.244987324668273,-25.194349825682927,4,Potentially fibroblasts (fibronectin)
16859,141.01556638252464,20.979599775527845,-24.854268854023005,4,Potentially fibroblasts (fibronectin)
16861,132.37522328876537,53.15765360575551,-24.854268854023005,9,Potentially fibroblasts (fibronectin)
16865,129.74138370642083,112.54801905426052,-26.296129319139283,4,Potentially fibroblasts (fibronectin)
16866,129.15583553366332,64.86479646289843,-25.082840282594425,4,Potentially fibroblasts (fibronectin)
16869,127.0240621346486,143.33991961560776,-25.681855060919567,11,Potentional fibroblasts (fibronectin)
16872,125.35909832025948,-139.42082963939436,-23.274021940442758,4,Potentially fibroblasts (fibronectin)
16873,124.29274029556814,-115.25454877519684,-24.02093552068967,2,Potentially fibroblasts (fibronectin)
16877,120.23440696223474,145.16336789146987,-23.414268854023007,11,Potentional fibroblasts (fibronectin)
16878,121.4154880433158,-160.79987535177338,-24.854268854023005,2,Potentially fibroblasts (fibronectin)
16880,122.4659859096032,-82.46715842431968,-25.61216359086511,4,Potentially fibroblasts (fibronectin)
16881,121.48684598662499,107.63848984268941,-22.976220073535202,4,Potentially fibroblasts (fibronectin)
16886,116.697152060274,96.22768161696001,-23.2072100304936,4,Potentially fibroblasts (fibronectin)
16887,116.98024029556814,-149.47329877519684,-24.854268854023005,9,Potentially fibroblasts (fibronectin)
16888,113.90722249621535,137.13268827981938,-25.59213293169291,2,Potentially fibroblasts (fibronectin)
16889,114.08440696223477,69.84554180451335,-26.54992102793605,4,Potentially fibroblasts (fibronectin)
16895,110.08260840108369,170.50811609290872,-25.343477487116523,4,Potentially fibroblasts (fibronectin)
16898,107.49736992519775,116.50262715072915,-25.180194779948927,4,Potentially fibroblasts (fibronectin)
16899,106.92839192464078,-74.36866218371813,-25.305396673571877,4,Potentially fibroblasts (fibronectin)
16900,107.67894477736081,-122.85915311693344,-24.7198150725104,2,Potentially fibroblasts (fibronectin)
16902,105.27057717500077,68.79443172125707,-24.72660927955492,4,Potentially fibroblasts (fibronectin)
16903,104.2215037364283,-86.15340630207857,-24.854268854023005,4,Potentially fibroblasts (fibronectin)
16905,102.46206653670288,-158.40769593831737,-24.17341779019322,9,Potentially fibroblasts (fibronectin)
16910,94.89440696223471,89.09136789146987,-26.630268854023008,4,Potentially fibroblasts (fibronectin)
16911,95.77596540379318,-151.34883990073797,-24.854268854023005,2,Potentially fibroblasts (fibronectin)
16913,95.58440696223477,7.338104733575165,-24.564795169812477,4,Potentially fibroblasts (fibronectin)
16916,91.06167968950751,112.94336789146985,-24.854268854023005,11,Potentional fibroblasts (fibronectin)
16923,86.21081145661674,174.892806093717,-25.3037070562702,2,Potentially fibroblasts (fibronectin)
16924,85.10363773146548,111.30490635300828,-24.854268854023005,4,Potentially fibroblasts (fibronectin)
16929,82.89804332587119,64.94639819450015,-25.096693096447247,4,Potentially fibroblasts (fibronectin)
16931,81.81861748855056,-83.83557947695118,-24.180584643496687,4,Potentially fibroblasts (fibronectin)
16932,83.49767226835718,-103.74030557791798,-24.854268854023005,4,Potentially fibroblasts (fibronectin)
16935,81.3131303664901,-130.46088742767904,-25.66277949232088,2,Potentially fibroblasts (fibronectin)
16936,80.21520166422147,-4.735440055550043,-25.966851635479955,4,Potentially fibroblasts (fibronectin)
16939,79.69804332587114,-92.67026847216653,-24.854268854023005,9,Potentially fibroblasts (fibronectin)
16940,78.58850532289046,70.94336789146985,-24.32967869008857,4,Potentially fibroblasts (fibronectin)
16945,76.58864425037041,-170.08205583734377,-23.972912921819614,9,Potentially fibroblasts (fibronectin)
16949,72.47270483457521,-11.843866151083375,-24.577673109342157,4,Potentially fibroblasts (fibronectin)
16950,72.55845067808173,-102.79160478612573,-26.93077158626344,4,Potentially fibroblasts (fibronectin)
16953,71.25545959381373,-117.74084263484593,-24.854268854023005,2,Potentially fibroblasts (fibronectin)
16954,68.1121847400126,173.81373826184017,-26.138219471306954,2,Potentially fibroblasts (fibronectin)
16955,68.3422809779828,-170.94245888018378,-24.066867279219842,4,Potentially fibroblasts (fibronectin)
16956,66.90440696223482,-198.69663210853014,-23.494268854023005,4,Potentially fibroblasts (fibronectin)
16963,62.456709120508094,-142.25447383514887,-26.350671731720844,2,Potentially fibroblasts (fibronectin)
16970,59.95258878041659,128.97064061874255,-23.83608703584119,9,Potentially fibroblasts (fibronectin)
16975,55.93065109369013,-17.950998305713256,-25.079620966699068,4,Potentially fibroblasts (fibronectin)
16977,55.209406962234766,-93.63016152029485,-24.618974736375947,4,Potentially fibroblasts (fibronectin)
16978,54.05440696223479,307.33670122480316,-26.294268854023002,2,Potentially fibroblasts (fibronectin)
16979,53.977264105091876,155.55051074861274,-24.854268854023005,9,Potentially fibroblasts (fibronectin)
16981,53.51087755047001,127.91395612676399,-24.854268854023005,9,Potentially fibroblasts (fibronectin)
16982,52.334406962234766,183.78514004336853,-25.968192904655915,9,Potentially fibroblasts (fibronectin)
16983,53.21195798264296,-124.55663210853015,-23.71141171116586,9,Potentially fibroblasts (fibronectin)
16984,51.75231740999595,-190.65364703390327,-23.9587464659633,9,Potentially fibroblasts (fibronectin)
